,created_at,text,ticker
4287,2020-07-05 17:42:28+00:00,"$MSFT - Here's Why 2020 Belongs To Microsoft. https://t.co/o8WoONxY6H  - 1,411% profits - 1/2 in $$ last 14 years - buy #AIM #investing book, get free newsltr &amp; learn how - https://t.co/CzS5PXZWco - https://t.co/IHjBPabNd1 - like $MSFT",MSFT
4289,2020-06-09 01:21:03+00:00,Precise Elliott Wave Apple $APPL Facebook $FB Amazon $AMZN https://t.co/WMiVsl81Dk  #nasdaq #ndx #stocks #options https://t.co/EVaWs5wE3c,FB
4290,2020-06-09 13:38:07+00:00,"$AMAT #Options #maxpain Chart, Open Interest Chart Update #OptionsTrading #OptionsFlow #stocks #stock #StockMarket #Investment #investing https://t.co/5JE2nlalc3
https://t.co/VQr0Rvi5yK https://t.co/JPCsx4KcoF",AMAT
4291,2020-04-28 15:58:01+00:00,"$BLDR  H&amp;H 
above ma50 

b/o 

Housing, builder good to go long from here
to average in

I know 3 families who own construction businesses
1 of them very wealthy .. $DIS is 1 of their customers, $TOL is another one.

Backlogs R HUGE! 

so $XHB $NAIL R good",DIS
4292,2020-06-16 11:42:29+00:00,$DIS should continue to fill that gap into the 121 level. Use yesterday's high of day as a guide. Very orderly higher low being made thus far to continue that uptrend march toward 140.,DIS
4298,2020-07-08 13:43:39+00:00,"iQSTEL Inc. continues to be on track to exceed $40 Million in total revenues in 2020,  YTD 2020 sales leaped 70%+ vs. 2019

Learn More: https://t.co/xv6lX7hDO8

#growth #revenue  #stocks #stockmarket #5G #blockchain #telecommunications #technology 

$IQST $AMZN $GOOGL $TMUS $VZ https://t.co/CmU2CP38Fa",VZ
4299,2020-07-02 20:55:13+00:00,"Try our Option Swing Trading service built for individuals who want to trade around their full-time careers. Take a free 10-day trail, No Credit Card https://t.co/rzsW2LPOvo $AAPL $SBUX $ZM $BIDU",SBUX
4301,2020-06-27 15:47:17+00:00,"RT @CathieDWood: If SensorTower’s numbers are correct, $SQ Cash App surpassed $PYPL’s Venmo and $JPM with 40 million monthly active users (…",JPM
4307,2020-07-11 05:04:03+00:00,"RT @chamath: The growing short case on $FB and $GOOG:

1. New product experiences
2. Regulation
3. Taxes
4. Anti-trust

If you have the cap…",FB
4308,2020-06-01 20:00:00+00:00,"Top News
$SPCE $TSLA jump on SpaceX launch over weekend
$GILD, $PFE slip on study fails
$RGR $VSTO $DGLY spike, $TGT falls as protests continue around country
$UAL $DAL $LUV $ALK Airlines, $AXP $JPM $GS Financials outperform
$ZM ATH, $WORK $CRWD spike ahead of results this week",UAL
4310,2020-04-26 17:33:00+00:00,"RT @caetuscap: oil trades up this week &amp; next on geopolitics

$OXY $XOM $BP $USO",OXY
4313,2020-07-10 19:01:22+00:00,You Must Be This Tall to Ride the Cruise Line Stocks Roller Coaster @themotleyfool #stocks $RCL $CCL $CUK $NCLH https://t.co/72tewdEstP,RCL
4318,2020-06-26 16:55:08+00:00,"RT @MotherCabriniNY: @Fxhedgers CNBC  $FB ""defensive growth""",FB
4320,2020-05-07 12:54:47+00:00,"$VIAC (+16.7% #premarket) beats revenue, profit estimates as lockdowns boost demand for streaming https://t.co/LKidj1DRdE  #earnings #markets #stocks #trading",VIAC
4322,2020-07-03 07:06:06+00:00,"RT @SheepKnowMore: $FB has a different tone because of mass suppression of dissenting voices. Folks are more fearful of backlash, not reali…",FB
4323,2020-07-16 17:26:26+00:00,RT @BRICBreaker: Chinese Developers Now Behind World’s Top Mobile Apps; Facebook Second via @forbes $FB #TikTok #Telegram https://t.co/3cBT…,FB
4325,2020-07-15 17:00:12+00:00,$MSFT ☁️ 💻 https://t.co/nygOVDW0eq,MSFT
4329,2020-05-03 14:44:10+00:00,"Happy Sunday out there!  Time to review some charts today and form a game plan going into next week as well as look back at last week's trades.  Got my coffee, fruit, and ready to go!  $SPY $QQQ $AMZN $NFLX $ZM $WORK $VIX $GLD $XLE $GS $IWM $TLT #OptionsTrading",NFLX
4331,2020-07-11 02:51:09+00:00,"RT @Greenbackd: Is Buffett's $AAPL position the greatest trade ever?

$36 billion cost basis
$92 billion value today
~$56 billion in profit…",AAPL
4332,2020-04-23 21:31:42+00:00,"😎 Most Popular Stocks 😎
🥇Apple Inc.
$AAPL » 275.03 🔽1.07▪️️0.39%
🥈Tesla Inc
$TSLA » 705.63 🔽26.48▪️️3.62%
🥉https://t.co/YJ0zftNqcc Inc.
$AMZN » 2399.45 🔼35.96▪️️1.52%
Rankings ➡️ https://t.co/C9q72e2YxW
https://t.co/C9q72e2YxW",TSLA
4336,2020-07-09 17:03:27+00:00,"Told cha: Oligarch Billionaires only want imported India #H1B #S386 rent-a-slave. They'll do anything to stop USA blacks &amp; Latinos working at $GOOGL $AAPL $AMZN $FB $BA $GE $MSFT $IBM $DIS $ACN $CERN #Cerner Deloitte Consulting $CTSH $TCS $WIT $HCL $INFY
https://t.co/82HsVkx0Xd",DIS
4340,2020-04-09 17:33:20+00:00,Johnson Controls International $JCI Price Target Cut to $41.00 by Analysts at Deutsche Bank https://t.co/fnm6V4zS1S #stocks,JCI
4345,2020-07-05 15:28:55+00:00,"$GOOG - 5 Min

5 Mins - 2 days
Fibonacci levels (Highs --&gt; Lows)
Levels to watch for day trading

$ES_F $NQ_F $SPY $SPX $QQQ $IWM #Elliottwave #trading #futures #cme #mes_f #markets $spy #aapl #fibonacci #GOOG https://t.co/vdAKk8gRgZ",GOOG
4347,2020-05-06 20:57:25+00:00,"""Why Zoom Should Be Afraid of Facebook""  $FB $ZM $WORK https://t.co/HSeIGsP6TI",FB
4350,2020-06-02 18:35:31+00:00,"RT @EliteOptions2: $SHOP finally broke through the 770 resistance level now at 778... looks like it can test 800 this week.. 

$TSLA id wai…",TSLA
4352,2020-06-10 20:05:48+00:00,"$GNUS Get your popcorn ready folks for tomorrow and Friday! The movement starts tonight 😎📈 

June 15th Launch kids Netflix

$NFLX $MARK $ZOM $UAVS $IZEA $BABA $FB $GE $DIS",NFLX
4353,2020-04-14 13:27:40+00:00,$AMZN Above 2200 pre market. It has room to 2180 for pullback.,AMZN
4357,2020-06-01 15:18:32+00:00,"Good day, but $PFE was hard at the open. I missed $UAL long at the open, but then caught nice short. $TSLA was my favorite setup. @BearBullTraders https://t.co/rABYuhc0sJ",UAL
4359,2020-04-29 20:59:37+00:00,RT @emptyboxguru: $FB user data really surged.... biggest MAU Q/Q ads ever https://t.co/RUZS8lMSnz,FB
4363,2020-05-06 17:39:55+00:00,$JPM Benchmark 11NC10 Cash Bonds this morning... +275bps IPT....heavy demand +230bps.. Let’s see.,JPM
4366,2020-04-21 18:32:45+00:00,"The economy is fine though. 🤷🏻‍♂️😂😂😂😂 TIMBER!!!!! 

$SPY $MSFT $AMZN $FB $SBUX $JPM $CMG $JNJ $BABA $NKE $CCL $UNH $NVDA $DIS $VZ $TSLA $QQQ $MSI $WMT $NOW $NFLX $DECK $MELI $BKNG $PLNT $BA $CCL $WYNN $RCL $AAL https://t.co/L4thjYg2zP",WYNN
4368,2020-06-26 13:02:23+00:00,"Is there a website that allows you to screen for options contracts that have performed the best recently (for last several months) for research in #stocks like $AMZN for example? https://t.co/fy7n7i2Zx0

#optionstrading   #investor #trading",AMZN
4370,2020-07-10 15:09:26+00:00,$FB breaks HOD and can easy break 52 week high.,FB
4371,2020-05-05 20:15:45+00:00,RT @SeekingAlpha: $XOM - Exxon Mobil: An Acquisition Offer Has Been Made - Could We See More Deals?. https://t.co/ZS7YIHJka6 #stocks #marke…,XOM
4374,2020-06-24 18:44:56+00:00,#EuropeanUnion $FB $GOOGL $AMZN $NFLX https://t.co/IYiC1PgGDh,NFLX
4382,2020-04-14 13:50:18+00:00,Massive Q1 reserve build for JPMorgan https://t.co/64nViGR7bI $JPM Great Dividend Stock BUY JPM !,JPM
4384,2020-06-15 21:21:02+00:00,"#stocktrading Elliott Wave Video $ES $spy $spxu, $spxs $Sqqq SP500 economy USA trading Day Trading 3 technical analysis     https://t.co/UhGTEwVmRU https://t.co/SflBtf6zFg",ES
4385,2020-05-30 01:13:11+00:00,"RT @permabear_uk: Microsoft $MSFT ended the month on a positive note, settling +1.0% at $183.25. Still s/t stuck. A break &gt;186.99 would bod…",MSFT
4386,2020-06-11 16:31:35+00:00,"$SPX big fail at 3100 today, failed at 3070.. it can drop to 3027 next

$AAPL down 5+ from 350 level.. under 344 can drop to 337,33,327 next

$NVDA 367 hard level today now at 361..NVDa under 360 can pull back to 352,345",NVDA
4394,2020-06-17 11:12:28+00:00,@FoxNews $AAPL $AMZN $BTC $ETH $FB $GOOG $QQQ $SPY $TSLA https://t.co/kdX1JqqQPP #money #entrepreneur #trading #investing #stock #stockmarket #forex #crypto #Bitcoin #Coinbase #Robinhood,TSLA
4398,2020-07-01 04:36:01+00:00,Short sale vol (not short interest) for $CVX on 2020-06-30 is 50%. https://t.co/7Y5wxVdsht $TOT 36% $XOM 55% $SU 65% $PBR.A 73%,XOM
4399,2020-04-26 11:12:25+00:00,Could Slack Be a Millionaire-Maker Stock? @themotleyfool #stocks $WORK $MSFT $ADBE https://t.co/2JclwgHvul,MSFT
4400,2020-04-26 15:38:26+00:00,"RT @JesseCohenInv: Happy Sunday Folks!

Here Are My #Top5ThingsToKnowThisWeek In Financial Markets:

- $AAPL $AMZN $FB $MSFT Earnings
- $BA…",MSFT
4404,2020-06-22 02:42:43+00:00,"RT @maxkeiser: Keep in mind, over the past 20 yrs, @PeterSchiff never recommended $AAPl $AMZN $MSFT $GOOG $FB $NFLX or any other top perfor…",NFLX
4408,2020-06-23 13:00:38+00:00,MasterCard $MA to Acquire Finicity for $825 Million Plus Earn-Out https://t.co/tXLvua1DQB https://t.co/pl6LuhosIJ,MA
4413,2020-04-13 09:16:18+00:00,"Bob Iger returns as CEO to help contain the impact of coronavirus on Disney. The stock has fallen 25% since Feb.
https://t.co/doVY58rGxV
#BobIger #disney $DIS #Chapek",DIS
4416,2020-05-28 11:15:57+00:00,"Here's a (real) #bear trying to break (into) a #bull #market, but then decides to back off...

Other possible explanations:
1) #Mercedes isn't his type
2) This is a ""green"" bear looking for a #Tesla
3) He realizes the gear is manual

#StockMarket $SPY $QQQ $DIA $IWM #Stocks $TSLA https://t.co/iePZNVo9Va",TSLA
4421,2020-06-30 21:26:31+00:00,"RT @Matt_Cochrane7: 1/ End of June 2020 top holdings:

$AMZN 8.9% of portfolio
$PYPL 8.1%
$SWKS 6.7%
$MSFT 6.5%
$MA 6.2%
$FB 6.0%
$SQ 5.4%…",SWKS
4424,2020-07-07 16:01:26+00:00,"I know #Lord
everyone in the market are truly screwed up
They have $WMT bright ass #green knowing its Global Procurement Offices are in Communist China
and $AMZN bright ass #red and it ain't even retail
being that 1975 was last US trade surplus
@washingtonpost needs to speak out.",WMT
4426,2020-06-07 11:50:59+00:00,RT @EnterpriseLeade: Apple $AAPL PT Raised to $375.00  https://t.co/B322k46ios,AAPL
4428,2020-05-05 20:20:27+00:00,RT @The_Real_Fly: $DIS posts 58% drop in revenues,DIS
4431,2020-06-16 16:30:38+00:00,"and $FB both directions, capturing the day's range https://t.co/KN9TGcibMp",FB
4432,2020-07-13 12:32:09+00:00,RT @MoonShotCaller: $VET to me feels like buying the $AMZN of the dot-com bubble🤯.,AMZN
4433,2020-04-20 21:18:01+00:00,"Btw, Estimated #Earnings Per Share for $CVX is $1.05 it's 1.2% of the current price https://t.co/bKun5DNgNl",CVX
4434,2020-06-05 21:48:35+00:00,@28delayslater Can’t wait for $TSLA to get in SP500 :)),TSLA
4436,2020-06-07 09:32:40+00:00,"RT @NorthmanTrader: In 2019 $AAPL made new all time highs on declining earnings growth.
In 2020 $AAPL made new all time highs on declining…",AAPL
4441,2020-05-28 23:13:51+00:00,Coca-Cola $KO Downgraded to “Sell” at Zacks Investment Research https://t.co/65anIMj0ut,KO
4442,2020-07-14 14:12:14+00:00,bought $AAPL 375p,AAPL
4446,2020-04-27 16:53:45+00:00,@Duckingmoney Just loaded up on $T puts https://t.co/qdhsp9WywQ,T
4451,2020-06-03 18:00:22+00:00,"Downtrend #stocks in afternoon trading

$MDT $BOX $DHT $IMMU $TGTX $CNC $DLTR $DLR $OMI $PTGX 

(+23 more results)  Scan updates every 5 secs.
#stocks #daytrading #fintwit
https://t.co/hgYHsVR5ij",MDT
4455,2020-06-04 20:33:54+00:00,"RT @i_Know_First: Options Forecast Based on Deep Learning: Returns up to 46.16% in 7 Days https://t.co/96zs0QJGXb

$CAR $SAVE $ARNC $UAL $L…",UAL
4456,2020-07-14 14:46:03+00:00,"$AMZN - Amazon Pilots Health Centers Near Fulfillment, Operations Facilities https://t.co/hEwgdBMy5K",AMZN
4462,2020-04-20 18:02:09+00:00,RT @JPATrades: @basilnsage I meant $FB lol but good input!,FB
4467,2020-06-09 03:46:29+00:00,$AMZN is about to go parabolic...,AMZN
4469,2020-06-11 13:46:51+00:00,"Gave you guys the free $ZM analysis on Tuesday

$ZM now hit 227 max level which is 100% move on the monthly volatility. 

We are killing $BA and $ZM

https://t.co/kNtbLrTKc9
--
$ES $SPX $AAPL $AMZN $BA $FB $GOOGL $NFLX $NVDA $TSLA $ZM https://t.co/Rk9FYJGgOg",TSLA
4477,2020-06-18 16:13:55+00:00,"@realjpdejongh Yea $UNH is gobbling you everything. Doctors groups, analytics firms, etc. Optum owns The Advisory Board as well.",UNH
4479,2020-06-10 08:59:10+00:00,"RT @surinotes: $FB Cup &amp; Handle pattern + eSIX, Targets https://t.co/im5D6ej3A6",FB
4483,2020-05-08 23:22:35+00:00,"Important lesson learned during #Quarantine. There are alternatives to $AMZN that actually deliver when they say they will, even in a #pandemic.  #AmazonPrime youre breaking my heart.",AMZN
4484,2020-05-03 17:30:43+00:00,"What should you keep in mind when selling covered calls in stocks like $GOOG and $BABA for example that are in the money? https://t.co/O0OyfjKlhC
#marketchameleon #opiton   #coveredcalls    #stocks",GOOG
4486,2020-07-10 17:06:52+00:00,"Keith's Trading Plan - 7/10/20

1 - $NKLA - buy to close existing puts, sell more
2 - Roll $SPY hedge for credit
3 - Monitor existing positions - $GLD $RTX $AAPL $MSFT - all are stalled but still compelling

In to win!

You?

#investing #trading #intowin https://t.co/g2HUiqZbWw",RTX
4490,2020-05-28 13:50:04+00:00,"rotation out of Financials and Energy today, right into the safe havens (big tech)

It's like a manipulated prop up. Tech weak, but everything else is up, then everything else down Tech up. 

$QQQ $SPY $XLF $JPM $WFC $XLE $AAPL #trading #stocks",WFC
4495,2020-04-21 10:49:57+00:00,RT @alphacharts365: $HD Home Depot looking very precarious https://t.co/jVhEFCmFK2,HD
4497,2020-06-09 18:09:09+00:00,"Join our Trading Server for plays going into power hour👀📈

Entries and Exits posted daily🗒

Open chat and Watchlist👀

↘️Join for FREE right now ↙️

https://t.co/rzKqDIdtYA

$SPY $VXX $BA $DKNG $CCL $HTZ $NKLA $TOPS $TSLA $F $GE $LUV $AAL $GNUS $WMT $ROKU $AMZN $SNE $BABA $INO",WMT
4505,2020-06-08 01:18:33+00:00,"RT @afortunetrading: $TSLA - Trade Idea

Long $885 with stop at $870 daily close or $854 stop (if you want more room on stop) 

Upside: $90…",TSLA
4506,2020-05-06 19:50:07+00:00,"Remember $IBM 's Negative Effective Tax Rate &amp; Others Mr. @POTUS @realDonaldTrump ! 

$aapl $amzn $brk $bhc $crm $cmg $hlf $iep $ko $pep $mrk $pfe $teva $googl $jnj $mnk $lly $rvnc $eols $wmt $tgt $kr $mcd $qsr $kr $ms $gs $wfc $jpm $c $cs $btc $tsla $f $ge $gm $azn $gsk $yelp https://t.co/GzrXdCP3eX",IBM
4510,2020-07-15 14:41:48+00:00,"https://t.co/Pj9Gu287hf
$CCI, $EW, $ORCL, $PLD, $SQ, $VZ   to Puts_Bearish_Stock ($SL 20%).] https://t.co/O6wkep5G2a =",VZ
4511,2020-07-14 14:18:48+00:00,"Netflix downgrade, Wayfair upgrade among today's top calls on Wall Street $NFLX $W $SPOT $HOG $SQ $MA $V $EEFT $WU $PAYX $ADP $WEX $FLT $LPRO $EVOP $GPN $FIS $FISV $EVTC https://t.co/q7TrejBAqq",WU
4512,2020-07-12 11:50:13+00:00,@TicTocTick $DIS and $NFLX,DIS
4516,2020-06-02 16:48:55+00:00,"RT @MarketRealist: Apple Bets on China with iPhone Price Cuts amid US Unrest

“Apple $AAPL has encountered fresh headwinds in its domestic…",AAPL
4517,2020-05-06 17:10:05+00:00,"Biggest winners today : $APPL 307.5C 100% ,  $FB 212.5C 100%+ , Currently in $FB 215C a little over break even
Losers : $TSLA 690P 50% loss 🙄",TSLA
4521,2020-04-21 19:20:39+00:00,"A new downtrend? 

The #Nasdaq broke its 50-day and 200-day moving averages today

$AMZN #MSFT $FB $GOOG https://t.co/oJGrN6NQ4E",FB
4525,2020-06-11 16:29:51+00:00,Mastercard $MA Receives “Buy” Rating from Royal Bank of Canada https://t.co/j0xpP6SefF #stocks,MA
4526,2020-06-29 17:01:35+00:00,"BOEING 737 MAX LIFTED OFF FOR 1ST FAA FLIGHT

$BA $JETS $SPY $QQQ #trading #stocks",BA
4528,2020-07-06 06:19:37+00:00,"$AVGO $ZM $HPQ $GE $PINS $PENN $SPCE $BAC $QQQ $DOW $ACB $UAA $WFC $ETSY $RCS $NFLX $AMZN $TOL $DIS $EBAY $DJI $ORCL $INTC $HPQ $GOOGL $BRK.A $TCS $INFY
Get instant updates and free trials. Join the link https://t.co/USlOOzZoZk https://t.co/k0CWAW8Urw",WFC
4529,2020-07-02 16:20:59+00:00,@TheIcyBee watching $FB green candles https://t.co/xCuMhUSlNo,FB
4532,2020-04-25 00:08:41+00:00,Royal Bank of Canada Trims Invesco $IVZ Target Price to $9.00 https://t.co/XlnW0nNyix #stocks,IVZ
4534,2020-07-14 13:02:21+00:00,"$CLDR $NOK $ABEV $ZNGA $SAVE $MGM $C $ET $PBR $SNAP $XOM $LUV $MSFT $ITUB $BBD $HAL $INTC $SIRI $KEY $RCL

To enhance your experience in trading and get instant help click here https://t.co/USlOOzZoZk https://t.co/6JSfiWuaxW",LUV
4535,2020-07-09 15:04:31+00:00,RT @SeekingAlpha: $ET $XOM - The 4 Reasons Why I Swapped Exxon Mobil For Energy Transfer Partners. https://t.co/WSdRXPGJ8U #markets #stocks…,XOM
4536,2020-04-24 11:51:05+00:00,"Procter &amp; Gamble Co $PG Director Nelson Peltz Sells 1,813,227 Shares https://t.co/9mhHHMAt7e",PG
4540,2020-07-10 02:23:05+00:00,"🔥Discord🔥
(Join our family! )
💎Stock Talk
💎Crypto Talk
💎Stock Bot
💎FAM Options Bot
💎Sports Talk
💎Sports Betting Talk 
$CHFS $JAGX $JAKK $HTGM $IDEX $GNUS $TSLA $AMZN $RGLS $UAVS $VISL $DSS $BYFC $NOVN $FRSX $TRIB $AYRO $PLM $BIOC $BIOL $BLU $PHIO

https://t.co/qyhVtssrvO",TSLA
4542,2020-05-28 10:51:37+00:00,Bank of America $BAC Upgraded to “Hold” by Zacks Investment Research  https://t.co/QbLAQL0uFx,BAC
4543,2020-04-13 11:50:33+00:00,Apple registers COVID-19 domain name on same day as contact tracking API announcement https://t.co/sxGRVd2jVb $AAPL https://t.co/CFDkCiMRWW,AAPL
4548,2020-04-09 15:05:42+00:00,$FB calls trade stopped out at break even after a nice 18% run.  Dumping and may set up for re-entry,FB
4549,2020-07-16 16:23:39+00:00,Newmont Goldcorp $NEM PT Raised to $78.00 at Raymond James https://t.co/hOinlzK3Zl #stocks,NEM
4552,2020-07-07 21:20:55+00:00,"$TLSA $BABA $FB $NFLX.... ive had 1 red day since the 30k loss in the middle of last month. just sticking to what i know and trading the plan.

https://t.co/lf0qE0Blll https://t.co/cv5f8uvdjB",FB
4556,2020-04-13 23:17:17+00:00,@jimcramer $AMZN rocked out ... I don’t own any today I was short in $SDOW ... happy for those I know who are big in it. I have $TSLA today was sweet. Make enough profit in that to buy a new Model Y cash soon. Up 300 points on my original buy 2 weeks ago. Markets were crazy today.,TSLA
4559,2020-04-29 17:19:21+00:00,"$GOOG $GOOGL - Alphabet Is Still A Buy After Earnings. https://t.co/PxdG9BEnHX - 863% profits - 1/2 in $$ - last 14 years - buy #AIM #investing book, get free newsltr &amp; learn how - https://t.co/CzS5PXZWco - https://t.co/IHjBPabNd1 - like $GOOG",GOOG
4560,2020-06-25 13:44:03+00:00,"The one thing people won’t stop doing during the #covid #pandemic is listening to #music or watching #movies. $SPOT $NFLX 

$AAPL $DIS $SNAP $SQ $GOOG $AMZN $TSLA",DIS
4562,2020-06-11 16:32:09+00:00,$DIS with a big decision as they plan to reopen #Disneyland parks in July but are facing backlash and petitions urging them to stay closed due to fears of a second wave of Covid.,DIS
4565,2020-06-26 11:08:46+00:00,"Merck &amp; Co., Inc. $MRK Earns Buy Rating from Mizuho  https://t.co/0jddZy3JKR",MRK
4567,2020-06-30 10:53:26+00:00,"RT @ChrisDungeon: ""Innovation has nothing to do with how many R&amp;D dollars you have. When $AAPL came up with the Mac, IBM was spending at le…",AAPL
4569,2020-05-05 17:00:11+00:00,"Agnes projected $BWA would out-perform the #SPX500, it outperformed the #SPX500 by 1.85%, Did you outperform the #SPX500 with it? Join Agnes today https://t.co/X1uPpOoTSZ $INV/$ENIX",BWA
4570,2020-07-10 13:46:28+00:00,RT @WallStJesus: $DIS  A LITTLE MORE BULL FLOW EARLY ON HERE,DIS
4577,2020-07-13 01:55:15+00:00,$HD 👀👀👀 weekly 255's or 260's on the break. Spread in for August. https://t.co/AcypdPIVVn,HD
4578,2020-05-06 20:49:39+00:00,"Alexion Pharmaceuticals $ALXN Issues Quarterly Earnings Results, Beats Estimates By $0.51 EPS https://t.co/YMCcGNDeGS #stocks",ALXN
4579,2020-06-05 19:20:46+00:00,Actually  I entered $AAPL at 240 during the CoVid crash.,AAPL
4580,2020-05-08 18:14:52+00:00,RT @Sandro_power: loving the gains with skill in both $AAPL and $SQ watch out for the new Videos as i explain why big picture thinking is t…,AAPL
4581,2020-07-07 15:00:14+00:00,Huawei somehow have something with the $T OI imbalance? https://t.co/fWucXfFhL0,T
4582,2020-06-25 22:13:22+00:00,"$APVO $EKSO In and out of these two all day, never lost.  Just exited EKSO for now.  I actually think the 5 years of royalties that APVO is getting from $PFE is a much bigger deal, and a 2.9mil float will keep this puppy going.  Target $20",PFE
4594,2020-07-14 16:28:49+00:00,"Wells Fargo (WFC) reports Q2 2020 results. Check out the key financials in this earnings infograph

https://t.co/6nLs4QoarL

$WFC #WellsFargo #JPMorgan #Citigroup #BankingSector #earnings #stocks #stockstowatch https://t.co/GidfUGpu19",WFC
4595,2020-04-14 19:54:31+00:00,"@leadlagreport Give it a quarter or two. Corporate earnings will be UGLY over that time. But top 50 companies make up 50% of S&amp;P 500 market cap, I know someone at 1600 Pennsylvania Ave. will actually be rooting for $AMZN no matter what he says or tweets.",AMZN
4596,2020-05-05 18:33:24+00:00,RT @aaaamhim: $NSPX OVERSOLD #BIOTECH with cancer PATENT. $1 runner?💸📈 #STOCKS #blockchain #Crypto #bitcoin #XRP #ico #startup $TWTR $DWDP…,TWTR
4597,2020-06-06 15:33:12+00:00,What happened? What didn’t happen? Who got washed out? Where did we come from? What level held? What are they trying to do? Where do they want to go? #emini $emini #ES $ES #ES_F $ES_F #SPX $SPX #SPY $SPY #SP500 #SP $SP #orderflow #orderbook #trading #futures #fx,ES
4599,2020-04-14 18:51:40+00:00,"RT @DougKass: (I already have good exposure in what I believe to be the best growth names - $GOOGL and $AMZN).
This puts me back into marke…",GOOGL
4603,2020-06-24 06:22:24+00:00,"$TSLA  been waiting for it to break out of the flag.  This pattern would be just fine with me.  still watching.  prob go if it can bust 1010 with volume and mo
$AMZN
$NOW
$TQQQ https://t.co/vqegzU7Edi",TSLA
4605,2020-06-30 06:54:18+00:00,"RT @ChrisDungeon: ""Innovation has nothing to do with how many R&amp;D dollars you have. When $AAPL came up with the Mac, IBM was spending at le…",AAPL
4606,2020-06-25 16:09:07+00:00,At least Chevron $CVX and Occidental $OXY invested in @CarbonEngineer https://t.co/M5m3ELqpPj,OXY
4611,2020-04-22 14:58:06+00:00,"RT @sleekoptions: Oversold on Hourly  
https://t.co/2Hf0ZbjpKC 
$CCL  12.18  to 11.65 
$COF  53.43  to 51.02 
$RCL  35.74  to 33.85 
$…",RCL
4613,2020-07-09 06:43:45+00:00,RT @realJosephRich: Tim Cook furiously trying to save the NASDAQ by buying back $AAPL stock funded by debt bought by the Fed is the lowest…,AAPL
4616,2020-06-26 16:13:22+00:00,$FB I'm thinking both of these advertisers pulling is being oversold at the moment.,FB
4627,2020-04-29 22:19:22+00:00,"Aurora ( $ACB) the only publicly traded cannabis company 
supplying Italy with Medical Marijuana. Sales Up 50%. 🇮🇹

#pennystocks #stocks #money #potstocks #stockmarket $KGKG $VATE $TSLA $FB $SNAP $NIO $GNUS $TACO $HEXO $TLRY $F $CRON $CGC $GE $WCVC $TGODF
https://t.co/Vzrxwg5frl",TSLA
4628,2020-06-09 19:01:57+00:00,"$DKNG, $GOLD, $MA, $MMM BuyToOpen AtTheMoney to Calls_Bullish_Stock ($SL 20 % ).",MMM
4630,2020-07-10 18:39:39+00:00,"FREEE discord trading chatroom! #stocks #options #pennystocks #daytrading #trading 

Almost 3k members and growing QUICK!

Click link to join👉https://t.co/daD76lovY1

$PSV $WIMI $RETO $MATX $TEDU $SPAQ $OSMT $AAPL $FB $MSFT $TSLA $AMZN $AMD $NVDA $ROKU $BABA $SPY $BA",TSLA
4632,2020-07-07 19:14:31+00:00,China bubonic plague: Inner Mongolia takes ... $AAPL $AMZN $BTC $ETH $FB $GOOG $MSFT $QQQ $SPY $TSLA #cnbc #foxbusiness #business #money #entrepreneur #trading #investing #investment #stock #stockmarket #forex #crypto #cryptocurrency #Bitcoin #Ethereum #Coinbase #Robinhood https://t.co/SyNvVvYTtL,TSLA
4634,2020-05-06 17:58:17+00:00,RT @stevekavdc: $AMZN Huge 2m $ trade calls sweep 2/19/21 2980s,AMZN
4642,2020-06-30 17:11:40+00:00,$AAPL Dropping fast,AAPL
4645,2020-05-28 08:41:44+00:00,"@GoldmanSachs &lt;-- They have no problem benefiting from the #FOMC injecting trillions into assets they own, but giving the common folks $600 is really going to hurt things. Give me a break. #Greed  

$SPY $SPX $DJIA $VXX $VIX $QQQ $TSLA https://t.co/v6lxFFRC1R",TSLA
4651,2020-04-14 09:10:14+00:00,$F - Ford: An Ugly Chart In April. https://t.co/knYVUgpjxd #markets #economy #stocks,F
4654,2020-07-15 16:39:27+00:00,Bought back my $PFE option for $0.08 nice but of profit.,PFE
4655,2020-06-02 12:40:46+00:00,"RT @MadMraket: $MSFT  Wells Fargo sees big upside in Microsoft https://t.co/4u6mDtZdqm
Microsoft (NASDAQ:MSFT) should have a market cap nor…",MSFT
4657,2020-06-30 12:51:05+00:00,"RT @HarmonicCharts: #Harmonics #Charts #trading $SPX #SPX #ES_F $ES $ES_F $SPY $DOW #DOW $NDX $QQQ $RTY $RUT #DAX #FTSE $NQ #NQ_F

Breach o…",ES
4659,2020-05-09 17:00:19+00:00,"Agnes projected $UAL would out-perform the #SPX500, it outperformed the #SPX500 by 3.61%, Did you outperform the #SPX500 with it? Join Agnes today https://t.co/X1uPpOoTSZ $INV/$ENIX",UAL
4663,2020-06-08 16:52:03+00:00,The market has invited a ton of new shorts to the party. That means we have more buy stops resting above 10s #emini $emini #ES $ES #ES_F $ES_F #SPX $SPX #SPY $SPY #SP500 #SP $SP #trading #daytrading #futures #options #market #orderbook #orderflow #footprint #bookmap #liquidity,ES
4664,2020-06-10 19:14:35+00:00,"@WillieRice23 @RemarkHoldings We already got MLS and NBA once $DIS confirms that $MARK is in Orlando, NFL once the Raiders confirm we’re in there, so the MLB as well would be game changing for this stock",DIS
